"idno","nwspol","netusoft","netustm","ppltrst","pplfair","pplhlp","hhmmb","gndr","agea","cntry","maritalb","chldhhe","domicil","eduyrs"
16280,150,1,NA,1,0,0,2,"Varones",71,"Bulgaria","Casado/a","Con menores en el hogar","Ciudad pequena",12
16283,60,1,NA,2,0,0,2,"Varones",57,"Bulgaria","Casado/a","Con menores en el hogar","Ciudad pequena",11
16284,90,2,NA,5,6,8,4,"Varones",59,"Bulgaria","Casado/a","Con menores en el hogar","Pueblo rural",12
16289,90,5,390,8,8,5,2,"Varones",19,"Bulgaria","Soltero/a","Sin menores en el hogar","Ciudad pequena",12
16290,300,5,90,2,2,0,2,"Varones",48,"Bulgaria","Soltero/a","Sin menores en el hogar","Pueblo rural",13
16292,0,5,180,5,5,3,2,"Varones",24,"Bulgaria","Soltero/a","Sin menores en el hogar","Ciudad pequena",12
16293,240,5,240,7,3,4,2,"Varones",45,"Bulgaria","Casado/a","Sin menores en el hogar","Gran ciudad",17
16305,150,1,NA,0,1,0,2,"Mujeres",51,"Bulgaria","Divorciado/a",NA,"Ciudad pequena",11
16310,60,2,NA,1,2,3,3,"Varones",45,"Bulgaria","Divorciado/a",NA,"Pueblo rural",NA
16321,240,5,240,3,4,2,1,"Mujeres",47,"Bulgaria","Casado/a","Sin menores en el hogar","Gran ciudad",11
16325,60,5,120,5,5,4,2,"Mujeres",53,"Bulgaria","Casado/a","Con menores en el hogar","Pueblo rural",16
16331,30,5,60,0,2,3,2,"Varones",25,"Bulgaria","Soltero/a","Sin menores en el hogar","Ciudad pequena",11
16332,60,2,NA,0,1,0,3,"Varones",50,"Bulgaria","Casado/a",NA,"Pueblo rural",11
16337,120,5,150,5,8,7,2,"Mujeres",74,"Bulgaria","Casado/a","Con menores en el hogar","Gran ciudad",18
16366,30,5,120,5,6,6,1,"Mujeres",43,"Bulgaria","Soltero/a","Sin menores en el hogar","Gran ciudad",12
16380,20,4,240,2,5,3,1,"Mujeres",65,"Bulgaria","Divorciado/a","Con menores en el hogar","Gran ciudad",17
16387,30,5,180,6,6,6,3,"Varones",26,"Bulgaria","Casado/a",NA,"Gran ciudad",12
16388,180,2,NA,3,8,6,1,"Mujeres",88,"Bulgaria","Viudo/a","Con menores en el hogar","Ciudad pequena",12
16391,10,5,45,3,4,2,4,"Varones",38,"Bulgaria","Casado/a",NA,"Pueblo rural",12
16397,205,4,260,7,7,6,4,"Mujeres",50,"Bulgaria","Viudo/a",NA,"Gran ciudad",17
16402,115,5,55,5,5,5,4,"Varones",42,"Bulgaria","Casado/a","Con menores en el hogar","Ciudad pequena",12
16406,60,5,120,5,5,5,2,"Mujeres",55,"Bulgaria","Casado/a","Con menores en el hogar","Ciudad pequena",8
16411,30,5,120,8,8,10,1,"Mujeres",58,"Bulgaria","Casado/a","Con menores en el hogar","Pueblo rural",12
16414,60,5,120,3,4,6,3,"Mujeres",61,"Bulgaria","Casado/a",NA,"Pueblo rural",12
16415,60,5,360,4,5,5,1,"Varones",45,"Bulgaria","Divorciado/a","Con menores en el hogar","Gran ciudad",18
16418,30,5,240,5,5,4,3,"Varones",31,"Bulgaria","Soltero/a","Sin menores en el hogar","Ciudad pequena",19
16424,80,4,300,4,6,5,1,"Varones",46,"Bulgaria","Divorciado/a","Con menores en el hogar","Gran ciudad",13
16425,150,5,60,5,5,5,2,"Varones",66,"Bulgaria","Casado/a","Con menores en el hogar","Ciudad pequena",12
16433,10,5,300,5,5,5,3,"Mujeres",43,"Bulgaria","Casado/a",NA,"Ciudad pequena",16
16440,30,5,120,0,1,1,2,"Varones",36,"Bulgaria","Divorciado/a","Sin menores en el hogar","Gran ciudad",11
16451,60,3,NA,10,8,10,5,"Varones",41,"Bulgaria","Casado/a",NA,"Gran ciudad",7
16452,90,5,90,2,1,2,2,"Varones",68,"Bulgaria","Casado/a","Con menores en el hogar","Gran ciudad",12
16454,150,5,135,5,2,2,2,"Mujeres",66,"Bulgaria","Casado/a","Con menores en el hogar","Ciudad pequena",12
16458,240,5,90,4,6,4,1,"Mujeres",70,"Bulgaria","Viudo/a","Con menores en el hogar","Pueblo rural",16
16464,60,5,NA,1,1,1,6,"Varones",55,"Bulgaria","Casado/a",NA,"Pueblo rural",13
16467,60,5,80,0,5,0,1,"Mujeres",74,"Bulgaria","Viudo/a","Con menores en el hogar","Gran ciudad",11
16482,150,5,120,0,0,1,10,"Varones",46,"Bulgaria","Casado/a",NA,"Pueblo rural",13
16488,60,1,NA,4,5,3,2,"Varones",66,"Bulgaria","Casado/a","Con menores en el hogar","Ciudad pequena",11
16493,0,5,360,3,4,4,2,"Mujeres",37,"Bulgaria","Soltero/a",NA,"Gran ciudad",12
16504,180,3,NA,0,7,5,2,"Mujeres",52,"Bulgaria","Casado/a","Sin menores en el hogar","Gran ciudad",12
16513,30,5,150,0,1,2,4,"Varones",40,"Bulgaria","Soltero/a",NA,"Gran ciudad",12
16525,180,1,NA,1,0,3,2,"Varones",68,"Bulgaria","Casado/a","Con menores en el hogar","Pueblo rural",15
16535,60,1,NA,2,5,2,1,"Mujeres",64,"Bulgaria","Viudo/a","Con menores en el hogar","Pueblo rural",11
16537,30,5,60,1,5,8,1,"Mujeres",70,"Bulgaria","Viudo/a","Con menores en el hogar","Gran ciudad",11
16539,120,5,360,3,4,4,5,"Varones",16,"Bulgaria","Soltero/a","Sin menores en el hogar","Gran ciudad",9
16548,60,2,NA,7,6,8,2,"Varones",62,"Bulgaria","Casado/a","Con menores en el hogar","Gran ciudad",12
16555,120,5,180,2,3,1,4,"Mujeres",30,"Bulgaria","Casado/a",NA,"Ciudad pequena",7
16557,120,5,120,1,1,1,3,"Mujeres",38,"Bulgaria","Casado/a","Sin menores en el hogar","Pueblo rural",18
16560,30,4,720,0,0,0,3,"Mujeres",19,"Bulgaria","Soltero/a","Sin menores en el hogar","Ciudad pequena",12
16568,60,1,NA,1,2,0,1,"Mujeres",74,"Bulgaria","Viudo/a","Con menores en el hogar","Pueblo rural",8
16578,0,1,NA,4,3,9,2,"Varones",69,"Bulgaria","Casado/a","Con menores en el hogar","Gran ciudad",10
16579,0,5,480,2,1,5,2,"Varones",26,"Bulgaria","Soltero/a","Sin menores en el hogar","Pueblo rural",12
16584,60,5,720,0,6,8,4,"Varones",54,"Bulgaria","Casado/a",NA,"Gran ciudad",18
16585,90,5,150,2,4,2,3,"Varones",45,"Bulgaria","Divorciado/a",NA,"Gran ciudad",18
16595,30,5,120,6,6,2,1,"Mujeres",74,"Bulgaria","Viudo/a","Con menores en el hogar","Gran ciudad",16
16601,120,5,180,3,3,1,3,"Mujeres",64,"Bulgaria","Casado/a","Con menores en el hogar","Pueblo rural",11
16632,20,5,210,5,5,3,4,"Mujeres",35,"Bulgaria","Casado/a",NA,"Gran ciudad",11
16634,30,5,120,0,3,0,5,"Varones",33,"Bulgaria","Casado/a",NA,"Gran ciudad",12
16643,60,5,210,4,4,0,4,"Varones",21,"Bulgaria","Soltero/a","Sin menores en el hogar","Ciudad pequena",12
16647,240,5,180,2,3,3,2,"Varones",76,"Bulgaria","Casado/a","Con menores en el hogar","Pueblo rural",14
16650,110,5,110,4,5,3,4,"Varones",47,"Bulgaria","Soltero/a",NA,"Pueblo rural",16
16653,30,5,150,5,5,3,4,"Mujeres",42,"Bulgaria","Casado/a",NA,"Gran ciudad",12
16658,30,3,NA,10,10,8,2,"Mujeres",60,"Bulgaria","Casado/a","Con menores en el hogar","Pueblo rural",8
16659,0,5,360,0,5,3,3,"Mujeres",37,"Bulgaria","Casado/a",NA,"Gran ciudad",19
16663,80,1,NA,3,3,1,1,"Mujeres",79,"Bulgaria","Viudo/a","Con menores en el hogar","Ciudad pequena",12
16665,180,1,NA,5,6,5,2,"Mujeres",75,"Bulgaria","Casado/a","Con menores en el hogar","Pueblo rural",7
16669,240,5,30,4,4,4,3,"Varones",55,"Bulgaria","Casado/a",NA,"Gran ciudad",12
16673,120,5,120,5,5,5,3,"Varones",45,"Bulgaria","Soltero/a",NA,"Gran ciudad",12
16683,60,5,210,6,4,2,5,"Varones",19,"Bulgaria","Soltero/a","Sin menores en el hogar","Pueblo rural",12
16686,90,1,NA,5,5,5,1,"Mujeres",62,"Bulgaria","Divorciado/a","Sin menores en el hogar","Ciudad pequena",12
16687,120,5,120,3,3,3,3,"Mujeres",44,"Bulgaria","Viudo/a",NA,"Ciudad pequena",7
16689,0,5,240,3,3,0,2,"Varones",58,"Bulgaria","Casado/a","Con menores en el hogar","Pueblo rural",8
16691,30,5,180,4,6,5,2,"Mujeres",57,"Bulgaria","Casado/a","Con menores en el hogar","Gran ciudad",19
16712,150,5,90,10,10,10,2,"Mujeres",66,"Bulgaria","Casado/a","Con menores en el hogar","Gran ciudad",17
16717,30,5,120,7,3,3,3,"Varones",29,"Bulgaria","Soltero/a","Sin menores en el hogar","Ciudad pequena",16
16718,120,5,300,2,1,0,4,"Mujeres",70,"Bulgaria","Soltero/a","Con menores en el hogar","Gran ciudad",20
16719,40,5,510,0,0,0,1,"Mujeres",60,"Bulgaria","Divorciado/a","Con menores en el hogar","Gran ciudad",12
16725,360,1,NA,8,8,8,1,"Varones",73,"Bulgaria","Viudo/a","Con menores en el hogar","Pueblo rural",10
16747,120,5,90,4,5,4,2,"Varones",68,"Bulgaria","Casado/a","Con menores en el hogar","Gran ciudad",19
16750,15,1,NA,7,6,5,1,"Varones",55,"Bulgaria","Divorciado/a","Con menores en el hogar","Pueblo rural",11
16751,180,5,180,3,3,3,3,"Varones",45,"Bulgaria","Casado/a",NA,"Gran ciudad",16
16752,180,1,NA,2,7,4,1,"Mujeres",70,"Bulgaria","Viudo/a","Con menores en el hogar","Ciudad pequena",11
16761,120,5,30,10,10,7,3,"Varones",61,"Bulgaria","Casado/a",NA,"Pueblo rural",12
16769,180,1,NA,7,4,3,1,"Mujeres",68,"Bulgaria","Viudo/a","Con menores en el hogar","Gran ciudad",11
16773,30,NA,NA,5,7,0,2,"Mujeres",49,"Bulgaria","Soltero/a","Sin menores en el hogar","Pueblo rural",17
16780,30,5,150,3,2,2,1,"Mujeres",40,"Bulgaria","Divorciado/a","Sin menores en el hogar","Gran ciudad",18
16782,NA,4,NA,5,4,5,3,"Mujeres",18,"Bulgaria","Soltero/a","Sin menores en el hogar","Ciudad pequena",10
16792,120,5,240,5,6,6,2,"Varones",70,"Bulgaria","Casado/a","Con menores en el hogar","Gran ciudad",14
16806,0,5,120,10,10,10,3,"Varones",26,"Bulgaria","Casado/a",NA,"Pueblo rural",12
16807,90,5,60,3,5,4,2,"Varones",56,"Bulgaria","Casado/a","Con menores en el hogar","Gran ciudad",12
16830,105,5,330,7,4,6,2,"Mujeres",61,"Bulgaria","Divorciado/a",NA,"Gran ciudad",14
16837,120,1,NA,5,5,5,1,"Mujeres",75,"Bulgaria","Casado/a","Con menores en el hogar","Gran ciudad",12
16844,30,5,60,1,4,0,4,"Mujeres",66,"Bulgaria","Divorciado/a",NA,"Gran ciudad",11
16851,30,5,120,8,1,7,3,"Mujeres",49,"Bulgaria","Casado/a",NA,"Gran ciudad",16
16882,120,1,NA,6,5,0,3,"Mujeres",70,"Bulgaria","Viudo/a","Con menores en el hogar","Gran ciudad",11
16884,30,2,NA,3,5,3,2,"Mujeres",77,"Bulgaria","Casado/a","Con menores en el hogar","Gran ciudad",16
16896,150,5,160,4,3,10,3,"Mujeres",53,"Bulgaria","Casado/a","Con menores en el hogar","Ciudad pequena",12
16897,45,3,NA,0,0,0,2,"Mujeres",70,"Bulgaria","Casado/a","Con menores en el hogar","Granja o casa en el campo",9
16899,40,5,90,7,7,6,4,"Mujeres",41,"Bulgaria","Divorciado/a","Sin menores en el hogar","Gran ciudad",11
16905,60,5,60,3,5,NA,1,"Varones",36,"Bulgaria","Soltero/a","Sin menores en el hogar","Ciudad pequena",17
16907,60,NA,NA,8,1,3,4,"Mujeres",32,"Bulgaria","Soltero/a",NA,"Gran ciudad",16
16925,60,1,NA,1,2,2,1,"Varones",71,"Bulgaria","Viudo/a","Con menores en el hogar","Pueblo rural",8
16928,60,1,NA,8,7,7,3,"Mujeres",77,"Bulgaria","Viudo/a",NA,"Ciudad pequena",13
16931,30,1,NA,7,8,8,3,"Varones",32,"Bulgaria","Soltero/a","Sin menores en el hogar","Pueblo rural",8
16942,0,5,60,0,0,0,4,"Varones",46,"Bulgaria","Soltero/a",NA,"Afueras de una gran ciudad",12
16943,60,2,NA,5,5,5,1,"Mujeres",64,"Bulgaria","Viudo/a","Con menores en el hogar","Pueblo rural",11
16948,15,5,240,6,6,5,4,"Mujeres",15,"Bulgaria","Soltero/a","Sin menores en el hogar","Gran ciudad",8
16950,60,5,210,0,3,1,3,"Varones",46,"Bulgaria","Casado/a",NA,"Gran ciudad",17
16951,215,4,310,2,8,2,2,"Mujeres",53,"Bulgaria","Casado/a","Con menores en el hogar","Gran ciudad",18
16960,0,5,600,1,6,0,3,"Mujeres",49,"Bulgaria","Casado/a",NA,"Gran ciudad",19
16966,60,3,NA,3,4,2,6,"Varones",41,"Bulgaria","Casado/a",NA,"Pueblo rural",12
16979,230,5,270,5,5,3,3,"Varones",32,"Bulgaria","Soltero/a",NA,"Gran ciudad",23
16984,120,1,NA,0,0,0,2,"Mujeres",81,"Bulgaria","Casado/a","Con menores en el hogar","Ciudad pequena",11
16997,60,5,60,2,4,0,2,"Varones",58,"Bulgaria","Casado/a","Con menores en el hogar","Ciudad pequena",11
16999,30,5,480,0,3,4,4,"Varones",28,"Bulgaria","Soltero/a",NA,"Gran ciudad",16
17001,150,4,130,2,3,4,2,"Varones",50,"Bulgaria","Divorciado/a","Con menores en el hogar","Gran ciudad",18
17007,90,3,NA,3,4,3,2,"Varones",55,"Bulgaria","Casado/a","Con menores en el hogar","Gran ciudad",11
17020,180,1,NA,6,7,4,2,"Varones",70,"Bulgaria","Casado/a","Con menores en el hogar","Gran ciudad",11
17024,60,5,240,0,3,5,2,"Mujeres",52,"Bulgaria","Casado/a","Con menores en el hogar","Gran ciudad",11
17027,15,5,300,0,0,0,3,"Varones",35,"Bulgaria","Soltero/a",NA,"Ciudad pequena",18
17030,20,5,180,4,10,6,3,"Mujeres",20,"Bulgaria","Soltero/a","Sin menores en el hogar","Gran ciudad",12
17040,180,1,NA,5,2,2,1,"Mujeres",85,"Bulgaria","Viudo/a","Sin menores en el hogar","Pueblo rural",6
17061,120,5,NA,5,8,NA,3,"Varones",60,"Bulgaria","Casado/a","Sin menores en el hogar","Gran ciudad",12
17065,30,5,180,9,8,7,6,"Mujeres",63,"Bulgaria","Casado/a",NA,"Gran ciudad",12
17074,30,5,90,7,7,7,1,"Mujeres",55,"Bulgaria","Casado/a","Con menores en el hogar","Gran ciudad",15
17076,240,3,NA,2,2,2,1,"Mujeres",68,"Bulgaria","Viudo/a","Con menores en el hogar","Pueblo rural",11
17086,60,5,165,5,5,4,4,"Varones",45,"Bulgaria","Casado/a",NA,"Gran ciudad",16
17090,180,1,NA,1,3,4,1,"Mujeres",81,"Bulgaria","Casado/a","Con menores en el hogar","Gran ciudad",16
17092,120,1,NA,3,2,2,1,"Varones",66,"Bulgaria","Viudo/a","Con menores en el hogar","Pueblo rural",11
17094,10,3,NA,5,3,3,3,"Varones",67,"Bulgaria","Casado/a",NA,"Gran ciudad",12
17105,30,3,NA,7,7,5,3,"Varones",50,"Bulgaria","Casado/a",NA,"Gran ciudad",12
17107,170,4,400,5,5,6,1,"Mujeres",32,"Bulgaria","Soltero/a","Sin menores en el hogar","Gran ciudad",16
17126,150,1,NA,0,0,0,2,"Varones",76,"Bulgaria","Casado/a","Con menores en el hogar","Ciudad pequena",8
17129,120,5,60,0,7,5,2,"Mujeres",57,"Bulgaria","Casado/a","Con menores en el hogar","Pueblo rural",11
17132,120,5,150,4,6,7,3,"Varones",38,"Bulgaria","Casado/a",NA,"Gran ciudad",12
17136,90,3,NA,3,6,3,1,"Mujeres",65,"Bulgaria","Casado/a","Con menores en el hogar","Ciudad pequena",11
17182,60,5,30,10,10,10,2,"Mujeres",62,"Bulgaria","Casado/a","Con menores en el hogar","Ciudad pequena",19
17187,60,5,240,4,5,5,1,"Varones",23,"Bulgaria","Soltero/a",NA,"Ciudad pequena",14
17188,330,1,NA,2,2,3,2,"Varones",74,"Bulgaria","Casado/a","Con menores en el hogar","Pueblo rural",10
17196,60,1,NA,0,2,0,2,"Varones",58,"Bulgaria","Divorciado/a","Con menores en el hogar","Gran ciudad",9
17209,80,5,105,4,6,4,4,"Mujeres",36,"Bulgaria","Casado/a",NA,"Ciudad pequena",17
17215,NA,1,NA,1,3,2,2,"Varones",77,"Bulgaria","Casado/a","Con menores en el hogar","Pueblo rural",11
17219,30,4,NA,5,6,4,2,"Mujeres",63,"Bulgaria","Casado/a","Con menores en el hogar","Gran ciudad",12
17223,30,5,120,7,8,8,3,"Mujeres",25,"Bulgaria","Soltero/a",NA,"Pueblo rural",14
17225,15,5,720,4,8,5,2,"Varones",27,"Bulgaria","Soltero/a","Sin menores en el hogar","Gran ciudad",12
17229,70,5,480,3,5,4,2,"Mujeres",56,"Bulgaria","Soltero/a","Sin menores en el hogar","Gran ciudad",12
17241,120,1,NA,3,5,4,2,"Mujeres",66,"Bulgaria","Casado/a","Con menores en el hogar","Ciudad pequena",11
17243,0,1,NA,5,5,5,6,"Varones",62,"Bulgaria","Casado/a",NA,"Pueblo rural",7
17244,90,5,180,2,5,6,3,"Mujeres",44,"Bulgaria","Divorciado/a",NA,"Gran ciudad",16
17251,30,1,NA,2,8,0,1,"Mujeres",65,"Bulgaria","Viudo/a","Con menores en el hogar","Pueblo rural",12
17258,210,5,420,0,5,3,2,"Varones",53,"Bulgaria","Casado/a","Con menores en el hogar","Gran ciudad",6
17259,270,1,NA,10,5,4,1,"Varones",73,"Bulgaria","Casado/a","Con menores en el hogar","Pueblo rural",11
17269,60,5,180,1,4,5,2,"Mujeres",45,"Bulgaria","Casado/a","Con menores en el hogar","Gran ciudad",12
17270,10,5,120,8,7,7,5,"Mujeres",30,"Bulgaria","Soltero/a",NA,"Gran ciudad",7
17274,30,5,420,0,0,0,4,"Varones",40,"Bulgaria","Soltero/a",NA,"Gran ciudad",16
17280,0,5,180,3,4,0,6,"Varones",36,"Bulgaria","Soltero/a",NA,"Pueblo rural",8
17288,10,5,600,5,5,5,3,"Varones",49,"Bulgaria","Casado/a",NA,"Gran ciudad",16
17317,60,5,360,5,5,3,3,"Varones",40,"Bulgaria","Casado/a",NA,"Gran ciudad",18
17319,120,1,NA,10,5,0,1,"Varones",51,"Bulgaria","Soltero/a","Sin menores en el hogar","Pueblo rural",14
17325,120,5,210,5,5,5,1,"Mujeres",76,"Bulgaria","Divorciado/a","Con menores en el hogar","Gran ciudad",4
17326,60,4,180,10,5,5,2,"Varones",62,"Bulgaria","Casado/a","Con menores en el hogar","Pueblo rural",23
17330,90,5,90,6,6,3,2,"Mujeres",65,"Bulgaria","Casado/a","Con menores en el hogar","Ciudad pequena",11
17354,90,2,NA,2,2,4,1,"Mujeres",61,"Bulgaria","Divorciado/a","Con menores en el hogar","Pueblo rural",23
17357,60,5,120,4,4,4,4,"Mujeres",40,"Bulgaria","Casado/a",NA,"Pueblo rural",16
17366,90,5,90,2,2,1,4,"Mujeres",43,"Bulgaria","Casado/a",NA,"Ciudad pequena",17
17367,60,5,150,7,5,6,4,"Mujeres",50,"Bulgaria","Casado/a",NA,"Pueblo rural",17
17371,70,5,120,4,5,3,2,"Mujeres",67,"Bulgaria","Viudo/a",NA,"Gran ciudad",20
17375,120,1,NA,6,8,7,2,"Varones",76,"Bulgaria","Casado/a","Con menores en el hogar","Ciudad pequena",18
17378,3,5,250,3,3,1,2,"Mujeres",56,"Bulgaria","Casado/a","Con menores en el hogar","Ciudad pequena",16
17382,60,1,NA,0,5,5,2,"Varones",76,"Bulgaria","Casado/a","Con menores en el hogar","Gran ciudad",12
17401,60,5,NA,2,2,3,1,"Mujeres",71,"Bulgaria","Viudo/a","Con menores en el hogar","Pueblo rural",10
17411,30,5,150,2,5,2,3,"Varones",NA,"Bulgaria","Soltero/a",NA,"Pueblo rural",12
17413,300,3,NA,4,3,5,1,"Mujeres",75,"Bulgaria","Viudo/a","Con menores en el hogar","Gran ciudad",18
17416,60,5,150,0,3,0,2,"Mujeres",51,"Bulgaria","Divorciado/a",NA,"Gran ciudad",11
17428,150,5,240,10,7,7,1,"Mujeres",22,"Bulgaria","Soltero/a","Sin menores en el hogar","Gran ciudad",15
17429,30,1,NA,0,0,0,2,"Mujeres",67,"Bulgaria","Casado/a","Con menores en el hogar","Ciudad pequena",13
17444,45,5,150,5,5,2,2,"Varones",50,"Bulgaria","Casado/a","Con menores en el hogar","Pueblo rural",17
17455,90,5,180,5,5,5,3,"Varones",45,"Bulgaria","Soltero/a",NA,"Ciudad pequena",17
17457,60,5,NA,3,5,5,2,"Varones",55,"Bulgaria","Casado/a","Con menores en el hogar","Gran ciudad",12
17472,30,5,180,3,5,3,2,"Varones",33,"Bulgaria","Soltero/a","Sin menores en el hogar","Ciudad pequena",12
17473,60,5,540,3,5,5,3,"Mujeres",40,"Bulgaria","Soltero/a",NA,"Gran ciudad",15
17476,120,5,320,6,7,7,3,"Varones",41,"Bulgaria","Soltero/a","Sin menores en el hogar","Pueblo rural",12
17479,0,5,900,10,10,10,1,"Mujeres",19,"Bulgaria","Soltero/a","Sin menores en el hogar","Gran ciudad",12
17484,30,5,720,3,3,3,1,"Varones",36,"Bulgaria","Soltero/a","Con menores en el hogar","Gran ciudad",16
17486,90,5,360,0,0,0,2,"Mujeres",22,"Bulgaria","Soltero/a","Sin menores en el hogar","Ciudad pequena",12
17489,90,5,300,2,2,2,6,"Mujeres",15,"Bulgaria","Soltero/a","Sin menores en el hogar","Pueblo rural",9
17492,5,5,480,9,7,6,4,"Varones",31,"Bulgaria","Casado/a",NA,"Gran ciudad",17
17499,30,5,720,2,0,2,2,"Varones",27,"Bulgaria","Soltero/a","Sin menores en el hogar","Pueblo rural",16
17502,180,5,270,4,4,4,3,"Varones",49,"Bulgaria","Casado/a",NA,"Gran ciudad",17
17529,90,2,NA,3,3,3,1,"Varones",71,"Bulgaria","Viudo/a","Con menores en el hogar","Ciudad pequena",15
17533,100,4,100,4,5,2,2,"Varones",74,"Bulgaria","Casado/a","Sin menores en el hogar","Gran ciudad",12
17535,140,4,215,5,7,6,3,"Varones",41,"Bulgaria","Casado/a",NA,"Gran ciudad",18
17536,260,1,NA,2,3,3,2,"Varones",75,"Bulgaria","Casado/a","Con menores en el hogar","Pueblo rural",12
17539,120,1,NA,2,2,0,2,"Varones",69,"Bulgaria","Casado/a","Con menores en el hogar","Pueblo rural",9
17541,60,1,NA,0,1,0,1,"Mujeres",89,"Bulgaria","Viudo/a","Con menores en el hogar","Gran ciudad",10
17552,90,5,420,7,6,5,3,"Mujeres",37,"Bulgaria","Soltero/a",NA,"Ciudad pequena",16
17555,30,4,60,2,3,2,2,"Varones",60,"Bulgaria","Casado/a","Con menores en el hogar","Gran ciudad",11
17560,60,5,120,5,5,5,1,"Mujeres",58,"Bulgaria","Divorciado/a","Con menores en el hogar","Ciudad pequena",12
17566,30,5,120,0,0,0,1,"Mujeres",51,"Bulgaria","Divorciado/a","Sin menores en el hogar","Ciudad pequena",11
17582,630,5,210,10,10,10,2,"Varones",74,"Bulgaria","Casado/a","Con menores en el hogar","Ciudad pequena",17
17590,30,1,NA,6,7,5,2,"Varones",68,"Bulgaria","Casado/a","Con menores en el hogar","Gran ciudad",16
17592,30,5,60,5,5,5,6,"Varones",38,"Bulgaria","Casado/a",NA,"Gran ciudad",7
17598,45,5,70,4,2,3,4,"Varones",52,"Bulgaria","Casado/a",NA,"Pueblo rural",11
17610,60,5,135,2,10,0,3,"Mujeres",30,"Bulgaria","Soltero/a",NA,"Ciudad pequena",12
17613,30,5,15,1,1,1,3,"Mujeres",59,"Bulgaria","Casado/a","Con menores en el hogar","Ciudad pequena",11
17614,60,3,NA,5,7,7,1,"Mujeres",72,"Bulgaria","Casado/a","Sin menores en el hogar","Gran ciudad",12
17615,30,5,120,0,0,0,1,"Varones",52,"Bulgaria","Divorciado/a","Sin menores en el hogar","Ciudad pequena",15
17630,0,1,NA,5,5,5,2,"Mujeres",67,"Bulgaria","Casado/a","Con menores en el hogar","Pueblo rural",7
17635,90,5,120,9,9,8,3,"Mujeres",33,"Bulgaria","Casado/a",NA,"Ciudad pequena",16
17638,0,5,360,0,10,0,3,"Mujeres",27,"Bulgaria","Casado/a",NA,"Ciudad pequena",7
17640,90,5,360,5,6,4,4,"Varones",37,"Bulgaria","Soltero/a",NA,"Gran ciudad",17
17642,60,1,NA,5,1,6,1,"Mujeres",73,"Bulgaria","Casado/a","Con menores en el hogar","Gran ciudad",13
17649,50,5,300,4,5,2,3,"Mujeres",44,"Bulgaria","Divorciado/a",NA,"Ciudad pequena",16
17664,0,5,300,0,0,0,4,"Varones",17,"Bulgaria","Soltero/a","Sin menores en el hogar","Ciudad pequena",7
17666,30,1,NA,1,1,0,2,"Mujeres",68,"Bulgaria","Viudo/a","Con menores en el hogar","Ciudad pequena",8
17675,30,5,150,4,5,4,2,"Mujeres",54,"Bulgaria","Casado/a","Con menores en el hogar","Gran ciudad",11
17686,120,2,NA,4,4,0,1,"Varones",51,"Bulgaria","Divorciado/a","Sin menores en el hogar","Gran ciudad",17
17687,0,2,NA,0,0,0,2,"Varones",75,"Bulgaria","Casado/a","Con menores en el hogar","Ciudad pequena",12
17691,60,5,150,3,5,4,4,"Mujeres",31,"Bulgaria","Casado/a",NA,"Pueblo rural",NA
17694,0,5,280,3,4,3,2,"Varones",54,"Bulgaria","Casado/a","Con menores en el hogar","Gran ciudad",15
17697,60,5,480,2,2,1,4,"Mujeres",35,"Bulgaria","Casado/a",NA,"Gran ciudad",17
17702,240,5,120,4,4,4,5,"Mujeres",61,"Bulgaria","Casado/a",NA,"Ciudad pequena",12
17707,60,1,NA,0,5,0,2,"Mujeres",71,"Bulgaria","Casado/a","Con menores en el hogar","Gran ciudad",11
17720,30,5,120,5,7,3,2,"Mujeres",47,"Bulgaria","Casado/a","Con menores en el hogar","Pueblo rural",11
17729,120,5,240,4,6,5,5,"Mujeres",44,"Bulgaria","Casado/a",NA,"Afueras de una gran ciudad",15
17731,30,3,NA,1,6,1,1,"Mujeres",69,"Bulgaria","Viudo/a","Con menores en el hogar","Pueblo rural",11
17732,0,5,300,7,5,2,3,"Varones",17,"Bulgaria","Soltero/a","Sin menores en el hogar","Ciudad pequena",9
17740,150,2,NA,5,5,5,1,"Mujeres",90,"Bulgaria","Viudo/a","Con menores en el hogar","Afueras de una gran ciudad",11
17746,10,5,180,0,0,0,2,"Varones",24,"Bulgaria","Soltero/a","Sin menores en el hogar","Ciudad pequena",16
17747,165,3,NA,4,5,6,2,"Varones",77,"Bulgaria","Casado/a","Con menores en el hogar","Pueblo rural",15
17750,30,5,90,6,5,7,5,"Varones",48,"Bulgaria","Casado/a",NA,"Pueblo rural",11
17757,90,5,210,0,10,0,1,"Varones",50,"Bulgaria","Divorciado/a","Con menores en el hogar","Pueblo rural",8
17762,30,5,135,3,5,6,4,"Mujeres",46,"Bulgaria","Casado/a",NA,"Gran ciudad",12
17781,30,1,NA,3,5,5,1,"Mujeres",85,"Bulgaria","Casado/a","Con menores en el hogar","Pueblo rural",11
17785,80,3,NA,4,4,4,5,"Varones",54,"Bulgaria","Casado/a","Con menores en el hogar","Pueblo rural",12
17795,30,5,540,0,0,0,2,"Mujeres",38,"Bulgaria","Soltero/a","Sin menores en el hogar","Gran ciudad",15
17796,20,1,NA,0,0,0,2,"Varones",66,"Bulgaria","Viudo/a","Con menores en el hogar","Pueblo rural",11
